geohash_5,SPEED
w1j80,13.4
w1j83,10.4
w1j85,10.6
w1j8p,14.0
w1j8q,11.9
w1j8x,12.4
w1j94,13.0
w1j9c,10.1
w1j9d,10.1
w1j9e,13.6
w1j9g,12.1
w1j9j,10.0
w1j9k,11.7
w1jb3,10.2
w1jb4,9.4
w1jb8,10.1
w1jbc,12.9
w1jbd,12.0
w1jbe,11.5
w1jbk,13.25
w1jbn,13.5
w1jbp,12.3
w1jbr,11.3
w1jbt,13.5
w1jbx,12.65
w1jby,10.9
w1jbz,11.4
w1jc1,11.6
w1jc2,13.7
w1jc4,13.0
w1jc5,11.3
w1jc7,12.2
w1jc8,11.5
w1jcb,12.6
w1jcc,13.0
w1jcd,11.95
w1jce,11.05
w1jcg,12.2
w1jch,10.8
w1jcm,9.9
w1jcs,13.1
w1jcw,11.0
w1jd6,13.9
w1jde,11.4
w1jdk,11.5
w1jdq,10.2
w1jdr,12.6
w1jdt,11.2
w1jdu,10.1
w1jdv,11.0
w1jdx,11.85
w1je0,12.4
w1je2,9.7
w1je3,11.4
w1je5,12.7
w1je8,10.2
w1je9,10.9
w1jef,12.0
w1jej,12.5
w1jen,11.8
w1jep,12.4
w1jeq,12.0
w1jes,13.2
w1jeu,12.7
w1jez,12.5
w1jf0,11.15
w1jf2,11.9
w1jf4,11.2
w1jf5,11.35
w1jf7,11.2
w1jfb,12.1
w1jfw,11.8
w1jg5,12.6
w1jgm,12.3
w1jgw,11.4
w1jhk,10.5
w1jhx,12.4
w1jhz,12.0
w1jj0,11.1
w1jjm,11.2
w1jjn,11.1
w1jjs,10.9
w1jjt,11.9
w1jk6,10.6
w1jk8,10.2
w1jkc,11.4
w1jkh,10.5
w1jks,10.4
w1jmq,14.1
w1jmt,12.3
w1jmu,14.2
w1jmx,12.3
w1jn0,10.4
w1jn2,11.2
w1jn3,10.5
w1jn4,10.8
w1jn8,11.1
w1jn9,12.3
w1jnh,11.2
w1jp9,11.1
w1jqc,14.0
w1jqd,12.4
w1jqe,12.9
w1jqj,12.05
w1jqq,12.6
w1jr1,12.2
w1jrk,12.7
w1js5,12.25
w1jsb,12.2
w1jsc,12.5
w1jse,12.6
w1jt0,11.7
w1jvz,10.4
w1jxn,9.0
w1jyt,10.4
w1jyv,12.6
w1jz7,10.3
w1k09,13.2
w1k1f,11.0
w1k1k,10.8
w1k1x,9.2
w1k2z,12.0
w1k31,9.3
w1k3v,10.6
w1k3y,9.9
w1k5p,10.5
w1k5s,10.8
w1k5t,10.3
w1k6b,9.9
w1k6c,10.6
w1k6d,10.3
w1k6e,10.0
w1k86,12.4
w1k8e,10.2
w1k8m,10.2
w1k8t,10.7
w1k8u,11.0
w1k91,10.4
w1k99,10.5
w1kfk,11.2
w1kfq,14.1
w1kfv,11.0
w1kfw,12.0
w1kg6,11.5
w1kg7,13.2
w1kgc,11.7
w1kh2,10.4
w1kh3,10.1
w1kh8,9.4
w1ksx,13.4
w1ksy,11.0
w1ktq,11.6
w1ktt,13.5
w1ku2,13.5
w1kwg,13.3
w1kwj,11.399999999999999
w1kwk,12.1
w1kx6,12.1
w1kxf,13.3
w1m0e,13.4
w1m0j,13.3
w1m0m,11.5
w1m0n,12.9
w1m0u,12.6
w1m13,11.0
w1m1b,13.0
w1m32,12.5
w1m3x,12.5
w1m79,12.6
w1m96,9.3
w1m9u,10.4
w1mbd,12.7
w1mbj,12.8
w1mby,11.2
w1mbz,9.2
w1mc8,12.3
w1mcg,12.0
w1mcj,8.8
w1mcm,11.9
w1mcs,10.3
w1mcu,11.55
w1mdj,13.4
w1mdk,12.5
w1mdp,10.0
w1me0,10.6
w1mef,10.9
w1meh,10.9
w1mep,11.0
w1mex,12.3
w1mez,9.1
w1mf1,11.7
w1mf2,11.8
w1mf5,9.2
w1mf6,10.1
w1mf7,9.7
w1mfc,9.1
w1mfd,11.5
w1mg1,12.2
w1mg2,10.3
w1mgs,9.899999999999999
w1mhp,12.1
w1mjd,12.4
w1mjh,12.2
w1mkm,10.3
w1mm4,10.6
w1mmb,10.6
w1mmu,13.9
w1mnm,11.7
w1mnv,10.8
w1mny,11.7
w1mpe,10.5
w1mq6,14.1
w1mqg,12.2
w1mqu,12.0
w1mqx,10.9
w1mqz,12.0
w1mr8,13.6
w1mrc,11.7
w1mrv,11.8
w1msn,10.0
w1msq,10.0
w1mst,11.2
w1msu,10.4
w1mt4,11.4
w1mt5,11.9
w1mt7,11.9
w1mtc,12.0
w1mtd,11.5
w1mtf,10.9
w1mu1,11.5
w1mud,9.7
w1mv3,9.7
w1mw8,11.7
w1mwq,9.8
w1n01,13.2
w1n02,11.7
w1n03,10.4
w1n05,11.2
w1n08,10.9
w1n09,11.3
w1n0e,11.5
w1n0p,11.0
w1n0w,11.9
w1n1h,12.3
w1n2p,12.9
w1n2r,10.4
w1n2w,9.8
w1n2x,10.7
w1n3e,10.3
w1n3m,10.9
w1n3s,10.2
w1n3w,11.0
w1n5n,10.9
w1n5q,11.0
w1n5r,12.3
w1n68,11.45
w1n6c,10.6
w1n6m,9.9
w1n6r,12.4
w1n6t,13.9
w1n6v,10.4
w1n6w,10.649999999999999
w1n6y,12.3
w1n73,11.3
w1n77,9.9
w1n7j,12.3
w1n7k,10.5
w1n7s,11.1
w1n80,9.95
w1n87,12.1
w1n89,10.2
w1n8f,9.4
w1n8g,10.5
w1n8j,11.95
w1n8k,13.1
w1n90,9.5
w1n94,10.3
w1n99,12.5
w1n9b,12.2
w1nbf,12.3
w1nbu,10.9
w1nbw,11.7
w1nct,9.4
w1ndz,10.1
w1nek,10.1
w1nf4,9.8
w1nhd,10.4
w1nhk,10.6
w1nhz,9.9
w1njv,10.2
w1njx,12.5
w1njy,11.9
w1nk4,12.0
w1nk5,9.9
w1nk6,10.55
w1nk8,10.2
w1nk9,11.7
w1nkb,10.2
w1nkc,11.05
w1nm0,11.1
w1nn6,13.2
w1nne,10.6
w1nnu,11.0
w1npc,11.05
w1npd,10.1
w1nw2,10.4
w1p02,11.4
w1p0s,9.7
w1p10,9.5
w1q00,9.9
w1q59,11.1
w1q5b,9.3
w1q5v,11.7
w1q8s,0.0
w1qh6,9.5
w1qhv,8.8
w1qhz,10.0
w1qjq,9.9
w1qjw,8.3
w1qjy,0.0
w1qm0,9.7
w1qm1,0.0
w1r90,
w1s3p,12.8
w1s3r,13.0
w1s3x,12.0
w1s3y,14.0
w1s6t,14.0
w1s7k,12.3
w1s7s,13.15
w1s7y,10.9
w1s81,12.1
w1s83,12.8
w1s88,13.1
w1s9v,10.5
w1sbz,10.2
w1sdh,10.1
w1sfh,10.6
w1sgw,12.6
w1sgx,9.8
w1sjr,12.6
w1sjz,12.0
w1sk4,12.0
w1sk5,13.4
w1skd,12.4
w1skk,10.7
w1sm1,10.2
w1sm2,12.0
w1sm3,13.6
w1snt,10.6
w1sp9,10.0
w1spf,12.9
w1spj,12.0
w1spn,13.4
w1spq,12.1
w1sr9,13.0
w1sug,9.6
w1sv3,12.8
w1svp,11.0
w1swp,13.0
w1swv,11.1
w1sxg,13.4
w1syf,11.35
w1syy,11.8
w1syz,10.9
w1sz3,10.9
w1t03,10.0
w1t0t,13.8
w1t15,9.8
w1t1k,10.6
w1t2h,12.65
w1t35,12.3
w1t44,9.9
w1t50,10.1
w1t5d,11.2
w1t5e,11.2
w1t5f,10.600000000000001
w1t5h,11.9
w1t6j,11.8
w1tmu,10.4
w1tqu,10.4
w1tr5,10.3
w1u0f,11.95
w1u0k,12.0
w1u0s,13.4
w1u1f,13.6
w1u28,13.4
w1u3q,12.9
w1u40,12.2
w1u50,13.6
w1u6g,13.3
w1u6j,13.5
w1u79,13.5
w1u7q,12.3
w1u88,13.3
w1u8p,10.55
w1u8t,11.0
w1u8w,11.3
w1u97,9.6
w1u9e,11.2
w1u9s,10.0
w1ubj,11.7
w1ud6,11.1
w1ud8,12.3
w1ud9,10.9
w1udc,10.0
w1ue0,10.7
w1ue8,11.3
w1ujn,13.05
w1ujs,12.55
w1ukn,8.9
w1ukv,8.6
w1umg,11.4
w1umh,10.1
w1umk,11.1
w1ums,7.8
w1uq6,9.25
w1uqc,11.3
w1ur0,7.6
w1ur2,8.3
w1uvh,12.1
w1vbk,10.9
w1vcj,9.2
w1vcq,0.1
w1vm2,10.4
w1vnp,10.2
w1vpr,10.2
w1www,0.0
w1x17,0.0
w1xb3,12.3
w1xex,9.9
w1xf2,12.3
w1xg8,12.4
w1xsx,12.4
w1xtw,9.5
w1xww,9.6
w1xxq,9.4
w1z8q,10.0
w1z8w,10.0
w1z9n,11.4
w1z9q,12.8
w1z9r,19.0
w1zck,11.2
w1zdj,14.65
w1zdn,16.8
w1zdx,18.8
w1zej,13.0
w1zeq,16.9
w1zsu,13.4
w1zsv,18.8
w1ztn,16.8
w1ztq,18.9
w1zwm,18.8
w1zwu,9.9
w1zww,16.7
w1zxu,9.9
w1zxv,18.8
w20tr,0.0
w20v2,2.8
w20wq,12.6
w20ww,11.4
w20xj,12.8
w20xt,0.2
w21bt,11.9
w21ck,14.1
w21ct,12.3
w21fe,14.2
w21fh,12.6
w21g8,13.7
w21qz,11.5
w21rg,11.95
w21rm,12.1
w21rn,0.2
w21rp,10.9
w21rq,11.0
w21rr,13.05
w21rs,11.399999999999999
w21rt,11.0
w21ru,11.2
w21rv,12.4
w21rw,12.7
w21rx,12.7
w21ry,12.5
w21sm,12.3
w21st,15.2
w21tk,12.5
w21tv,12.0
w21ty,11.25
w21tz,9.45
w21w6,16.1
w21w7,10.4
w21w9,10.5
w21wb,12.0
w21wc,10.6
w21wd,8.9
w21we,1.35
w21wf,11.850000000000001
w21wg,11.350000000000001
w21wh,10.55
w21wj,11.85
w21wk,12.2
w21wm,0.0
w21wn,13.1
w21wp,12.7
w21ws,11.3
w21wt,0.0
w21wu,10.9
w21wv,11.2
w21ww,12.850000000000001
w21wx,0.1
w21wy,8.5
w21wz,0.1
w21x0,12.4
w21x1,0.4
w21x2,12.9
w21x3,0.1
w21x4,0.1
w21x5,7.7
w21xh,0.0
w21xj,0.0
w21xk,12.7
w21xm,0.0
w21xn,7.75
w21xp,0.0
w21xq,0.0
w21xr,0.0
w21xs,0.0
w21xu,0.0
w21y0,10.9
w21y2,10.399999999999999
w21y3,11.8
w21y7,2.1
w21y8,0.1
w21y9,13.05
w21yc,0.0
w21yd,10.899999999999999
w21ye,9.6
w21yf,0.0
w21yg,10.45
w21yh,0.0
w21yk,3.1
w21ys,6.05
w21yt,0.0
w21yu,8.9
w21yv,12.5
w21yy,14.0
w21z0,0.0
w21z1,0.0
w21z2,0.0
w21z3,0.0
w21z4,0.1
w21z5,0.1
w21zh,0.0
w21zj,8.8
w21zk,0.0
w21zm,0.1
w21zn,10.2
w21zp,11.2
w21zq,0.1
w21zr,0.0
w21zv,10.3
w21zx,11.649999999999999
w21zy,9.8
w21zz,9.5
w221f,0.0
w221g,7.4
w221r,13.3
w221s,0.0
w221t,0.0
w221u,0.0
w221w,12.65
w221x,12.8
w2232,11.9
w2238,12.7
w2239,12.55
w223d,13.5
w223e,12.0
w223k,11.149999999999999
w223m,12.6
w223n,12.2
w223p,11.1
w223q,10.45
w223s,12.85
w223w,13.3
w223y,13.1
w2244,0.0
w226j,12.0
w226m,12.8
w226n,12.8
w226t,8.2
w226v,0.1
w226y,8.95
w227j,0.0
w227n,9.25
w227q,9.7
w227r,11.8
w227x,9.95
w228b,13.0
w228h,12.399999999999999
w22cu,13.2
w22cv,11.3
w22cw,13.0
w22cx,12.8
w22cy,12.1
w22dr,4.6
w22dt,11.6
w22du,13.0
w22dv,11.9
w22dw,11.1
w22dx,12.3
w22dy,10.6
w22dz,13.3
w22e2,11.8
w22e5,14.6
w22e6,12.7
w22e7,12.3
w22e8,11.6
w22e9,12.0
w22eb,13.8
w22ec,12.5
w22ed,11.45
w22ee,12.8
w22ef,13.0
w22eg,12.05
w22eh,11.7
w22ej,13.95
w22ek,11.6
w22em,12.1
w22en,14.0
w22ep,11.95
w22eq,12.0
w22es,12.2
w22et,11.5
w22eu,11.15
w22f2,4.0
w22f3,11.8
w22f4,11.05
w22f5,12.8
w22f6,10.5
w22f7,12.9
w22f8,12.4
w22f9,7.2
w22fb,12.8
w22fc,12.3
w22fd,12.2
w22fe,13.4
w22ff,11.8
w22fh,11.6
w22fj,15.100000000000001
w22fk,13.0
w22fm,11.2
w22fn,14.8
w22fp,14.5
w22fq,11.5
w22fs,12.6
w22jy,14.1
w22jz,11.7
w22kg,11.9
w22kp,13.95
w22kq,11.5
w22kr,12.8
w22ks,14.8
w22kt,10.6
w22ku,12.6
w22kv,10.95
w22kw,12.15
w22kx,11.95
w22ky,12.1
w22kz,11.8
w22m3,9.95
w22m4,11.55
w22m5,12.5
w22m6,11.8
w22m7,13.1
w22m8,11.850000000000001
w22m9,11.649999999999999
w22mb,12.4
w22mc,12.2
w22md,12.7
w22me,12.45
w22mf,11.6
w22mh,11.7
w22mj,13.5
w22mk,11.4
w22mn,9.5
w22nc,11.75
w22ne,11.6
w22nf,13.3
w22ng,12.0
w22nj,10.45
w22nk,12.45
w22nm,12.3
w22nn,11.05
w22np,12.0
w22nq,12.05
w22nr,12.3
w22ns,10.8
w22nt,11.7
w22nu,12.6
w22nv,11.6
w22nw,11.9
w22p0,12.0
w22p1,12.6
w22p2,12.2
w22p3,9.85
w22p4,11.9
w22p5,13.0
w22p6,9.450000000000001
w22p7,15.2
w22p8,8.3
w22p9,0.2
w22pb,0.1
w22pc,0.1
w22pd,8.6
w22pf,0.0
w22ph,8.9
w22q0,12.6
w22q4,10.1
w22qd,0.0
w22s0,11.0
w22s1,12.6
w22s2,11.95
w22s3,12.7
w22s4,12.15
w22s5,12.4
w22s8,13.0
w22se,0.0
w22sg,0.0
w230r,12.0
w230u,16.8
w230v,12.5
w230w,11.9
w230x,11.4
w230y,11.95
w2312,14.5
w2313,11.4
w2314,11.7
w2315,12.5
w2316,12.65
w2317,11.4
w2318,11.2
w2319,11.9
w231b,12.05
w231c,12.75
w231e,11.9
w231f,11.1
w231g,13.6
w231h,10.4
w231j,12.6
w231k,12.3
w231m,12.2
w231n,8.15
w231p,11.6
w231q,12.850000000000001
w231r,13.05
w231s,12.75
w231t,13.1
w2321,14.1
w2322,10.75
w2323,10.7
w2324,12.05
w2325,11.8
w2326,12.05
w2327,11.9
w2328,12.5
w2329,13.3
w232b,12.2
w232c,11.7
w232d,12.2
w232f,13.0
w232h,12.9
w232j,12.6
w232k,11.75
w2330,12.5
w2331,13.3
w2340,12.9
w23b5,0.0
w23bh,0.0
w23bj,11.7
w23bn,0.0
w23bq,0.0
w24cr,15.4
w24er,10.7
w24fs,15.3
w24g6,16.0
w24ge,11.2
w24gh,15.1
w24gp,12.0
w24gv,9.8
w24gw,15.0
w24gy,15.0
w24n6,0.1
w24p0,12.649999999999999
w24p1,12.6
w24p2,5.7
w24p3,0.0
w24p4,12.25
w24p5,12.15
w24p6,10.8
w24p7,0.0
w24p8,0.3
w24p9,0.0
w24pd,0.0
w24pe,0.0
w24ph,13.25
w24pk,10.9
w24pm,11.7
w24pq,12.3
w24ps,0.0
w24pt,10.75
w24pw,12.5
w24px,12.0
w24pz,11.4
w24r8,12.65
w24rb,12.75
w24rc,14.7
w24rf,12.899999999999999
w24rg,13.5
w24rp,9.9
w24rr,15.6
w24rs,13.9
w24rt,12.100000000000001
w24ru,13.0
w24rw,13.899999999999999
w24rx,13.5
w24ry,0.1
w24sx,10.6
w24tp,10.05
w24tr,12.3
w24ts,14.1
w24tv,13.55
w24tz,14.6
w24u1,17.9
w24u8,14.1
w24ud,9.7
w24um,13.9
w24us,14.3
w24uu,11.5
w24v1,15.0
w24v4,13.8
w24v6,13.65
w24v8,13.3
w24v9,14.4
w24vb,13.7
w24vd,11.5
w24vf,11.7
w24vp,13.9
w24w6,9.6
w24w7,15.1
w24w8,14.0
w24wc,17.2
w24wd,15.5
w24wh,15.3
w24wj,10.35
w24ws,10.850000000000001
w24ww,11.6
w24wx,14.5
w24x1,12.1
w24x5,12.3
w24x6,11.55
w24x9,13.0
w24xd,11.600000000000001
w24xf,13.850000000000001
w24xj,12.9
w24xk,14.5
w24xm,12.6
w24xq,11.7
w24y0,14.1
w24y1,12.9
w24y2,11.7
w24y3,14.1
w24y6,13.9
w24yq,10.4
w24z4,11.1
w24zb,13.4
w24zg,11.9
w24zh,12.2
w24zk,13.5
w24zy,9.4
w2501,13.8
w2505,10.25
w251h,12.0
w251r,12.6
w251x,14.2
w251y,12.85
w2529,12.0
w252d,13.65
w252e,15.7
w252j,16.0
w252m,11.4
w252r,12.7
w2530,12.6
w2531,15.7
w2532,15.7
w2538,12.0
w253j,12.6
w253n,12.5
w253u,13.2
w2544,12.7
w2547,15.3
w2549,12.9
w254f,9.8
w254j,11.8
w254k,13.899999999999999
w254m,11.8
w254s,11.6
w2552,12.850000000000001
w2553,14.1
w2556,14.1
w255b,11.3
w255p,12.5
w255t,12.0
w255v,12.4
w2565,12.6
w2567,12.65
w256k,12.5
w256r,14.7
w256u,13.7
w2574,14.7
w2576,13.8
w2579,13.0
w257h,11.3
w257s,11.8
w2581,13.1
w2583,12.6
w258q,8.1
w258r,16.9
w258s,12.4
w258w,19.8
w258x,11.350000000000001
w258y,16.8
w2591,12.5
w259d,14.6
w259f,13.5
w259j,18.1
w259m,18.8
w259n,13.2
w259r,14.0
w259s,15.8
w259u,17.5
w25b2,12.9
w25b4,14.1
w25bn,18.6
w25cj,17.4
w25cv,18.35
w25d4,11.6
w25d5,17.9
w25d7,18.4
w25d8,11.8
w25dd,20.2
w25de,17.7
w25df,18.0
w25dk,11.3
w25dn,13.8
w25e3,19.0
w25e4,17.450000000000003
w25e9,17.7
w25ec,17.3
w25f7,13.2
w25fg,13.2
w25fu,15.9
w25gh,20.6
w25gs,16.8
w25h1,12.5
w25h3,11.8
w25he,12.3
w25hm,14.6
w25j5,10.2
w25j9,10.4
w25jn,13.9
w25ju,12.1
w25k3,11.8
w25kr,16.6
w25kx,17.4
w25ky,9.9
w25kz,19.1
w25mn,15.700000000000001
w25mq,18.2
w25mt,18.0
w25mv,18.6
w25n6,12.1
w25nb,12.2
w25ng,9.4
w25nk,14.2
w25nn,9.6
w25p3,9.3
w25p6,14.1
w25pm,14.1
w25pz,13.5
w25q7,14.3
w25qg,17.5
w25qh,17.5
w25qj,15.100000000000001
w25qk,18.1
w25qs,16.15
w25r5,17.3
w25r6,17.65
w25rc,16.75
w25rd,18.0
w25rv,13.5
w25s0,15.55
w25s2,19.0
w25ss,12.0
w25tv,11.1
w25tx,12.4
w25u6,13.4
w25u7,18.9
w25ug,16.5
w25v5,18.45
w25vc,13.7
w25ve,16.3
w25xu,13.5
w25y3,13.8
w25y6,12.1
w25y7,19.6
w25yg,18.65
w25z5,16.4
w25z7,11.2
w25ze,17.6
w25zg,15.6
w25zm,12.4
w25zz,12.4
w2620,11.3
w2621,12.9
w2623,11.95
w2624,11.4
w2625,12.9
w2626,12.4
w2627,15.7
w262d,11.8
w262e,12.0
w262f,0.0
w262g,12.6
w262j,12.95
w262k,13.6
w262m,12.2
w262r,11.95
w262s,13.9
w262t,9.3
w262u,10.0
w262v,14.100000000000001
w262w,12.5
w262y,11.9
w262z,11.4
w2633,0.0
w2634,2.6
w2635,14.6
w2636,10.2
w2637,14.0
w263d,12.3
w263e,12.5
w263f,10.0
w263h,11.649999999999999
w263j,12.7
w263k,10.1
w263m,14.0
w263n,11.0
w263p,10.45
w263q,14.0
w263s,11.95
w263t,10.9
w263u,13.45
w263v,11.3
w263w,13.2
w263x,15.100000000000001
w263y,12.25
w263z,12.65
w2661,10.2
w2664,11.8
w2665,14.950000000000001
w266c,9.0
w266e,13.1
w266f,12.45
w266h,16.6
w266j,15.45
w266k,18.0
w266m,10.6
w266n,11.7
w266p,14.5
w266q,10.45
w266r,14.350000000000001
w266s,18.0
w266u,14.3
w266w,10.9
w266x,12.2
w266y,18.0
w266z,11.399999999999999
w2671,10.3
w2672,9.4
w2673,12.05
w2677,9.9
w2679,12.0
w267e,17.9
w267h,18.25
w267j,11.9
w267m,5.1
w267n,13.6
w267p,11.45
w267q,19.4
w267r,13.2
w267s,19.3
w267t,0.8
w267w,18.1
w267x,17.2
w267y,13.7
w2680,13.8
w2681,15.100000000000001
w2682,12.3
w2687,12.8
w2688,9.6
w2689,0.4
w268b,0.15000000000000002
w268c,0.0
w268f,14.9
w268g,14.85
w268p,12.3
w268v,10.2
w268x,15.7
w268y,11.8
w268z,11.1
w2690,11.3
w2693,8.3
w2697,13.6
w2698,14.0
w2699,15.5
w269b,13.1
w269d,5.5
w269e,0.0
w269k,11.25
w269s,12.9
w269t,8.7
w269y,13.85
w269z,13.5
w26b1,12.1
w26b7,9.6
w26b8,13.0
w26br,13.2
w26c1,14.3
w26c2,14.7
w26c3,14.6
w26c4,11.8
w26cb,8.6
w26cc,11.5
w26ce,14.75
w26cg,14.3
w26cn,12.0
w26ct,14.8
w26cz,14.7
w26d0,13.350000000000001
w26d1,15.4
w26d2,15.4
w26d3,14.2
w26d6,1.3
w26d8,13.2
w26d9,15.0
w26db,13.899999999999999
w26dc,15.2
w26dd,0.65
w26df,12.6
w26dg,15.6
w26dk,14.3
w26dm,15.2
w26dn,12.4
w26ds,15.0
w26du,13.1
w26e0,11.7
w26e1,15.3
w26e2,10.9
w26e3,14.3
w26e4,14.2
w26e5,12.4
w26e6,15.3
w26e7,14.3
w26e8,12.4
w26e9,13.05
w26eb,11.05
w26ec,11.6
w26ed,13.2
w26ee,15.0
w26ef,14.7
w26eg,12.5
w26ek,13.8
w26em,12.6
w26en,13.3
w26er,1.0
w26eu,14.0
w26ev,15.25
w26ex,1.0
w26f1,14.5
w26f4,8.7
w26f6,13.3
w26fk,8.5
w26fm,12.1
w26fp,15.3
w26fv,14.6
w26fx,14.2
w26g0,0.45
w26gn,15.0
w26k0,10.4
w26k2,9.3
w26k3,12.3
w26k5,13.1
w26k7,14.3
w26k8,11.8
w26k9,11.3
w26kb,9.6
w26kh,14.850000000000001
w26kj,17.9
w26kk,16.9
w26km,19.2
w26kp,11.9
w26kr,20.0
w26kv,16.25
w26m7,13.5
w26m8,11.149999999999999
w26mb,11.4
w26mg,13.5
w26mm,18.7
w26mt,19.0
w26mv,17.75
w26nz,12.8
w26pp,11.6
w26pq,11.1
w26pv,12.6
w26py,10.15
w26q0,10.35
w26q2,11.8
w26q8,10.6
w26qe,11.1
w26qh,17.0
w26qm,18.5
w26qt,17.6
w26r1,17.6
w26rd,14.4
w26rg,18.4
w26rh,17.65
w26rj,18.4
w26rk,18.3
w26rm,17.0
w26rq,14.2
w26rx,10.6
w26s0,13.05
w26s1,11.6
w26s3,10.55
w26s4,13.65
w26s5,14.7
w26s6,13.1
w26s7,14.3
w26s9,11.65
w26sc,11.7
w26sd,10.3
w26se,14.25
w26sf,13.8
w26sg,15.0
w26sh,15.1
w26sj,13.3
w26sk,12.7
w26sm,15.1
w26sp,14.5
w26ss,14.5
w26su,12.7
w26sv,13.6
w26t1,13.600000000000001
w26t4,12.2
w26t5,13.65
w26t6,12.1
w26t7,12.399999999999999
w26t9,10.5
w26tc,18.3
w26te,11.9
w26tg,12.1
w26th,13.25
w26tj,14.5
w26tk,13.8
w26tm,12.9
w26tn,13.0
w26tr,14.6
w26ts,10.65
w26tt,13.6
w26tu,11.1
w26tv,15.05
w26tw,12.9
w26ty,12.9
w26u4,13.4
w26uh,14.5
w26vp,17.700000000000003
w26vr,18.9
w26vw,13.5
w26vx,16.6
w26vy,17.950000000000003
w26w0,14.2
w26w1,17.05
w26w3,17.8
w26w4,12.350000000000001
w26w6,9.2
w26w7,0.8
w26we,0.6
w26wg,14.8
w26wh,11.45
w26wj,11.6
w26wk,11.3
w26wm,10.9
w26wn,14.4
w26wp,13.75
w26wq,11.6
w26wr,11.8
w26ws,1.7
w26wt,11.8
w26wu,16.85
w26wv,11.05
w26ww,13.4
w26wx,13.8
w26wy,11.2
w26wz,14.4
w26x1,14.2
w26x7,14.2
w26x9,18.05
w26xb,12.8
w26xe,14.8
w26xf,15.8
w26xg,14.5
w26xh,13.75
w26xj,11.2
w26xk,11.9
w26xm,18.3
w26xn,10.25
w26xp,11.75
w26xq,13.0
w26xr,13.299999999999999
w26xt,12.3
w26xv,12.3
w26xw,11.4
w26xx,13.4
w26xy,12.0
w26xz,13.8
w26y2,13.7
w26ym,18.2
w26yn,17.65
w26ys,18.1
w26yt,16.3
w26yu,19.0
w26z0,12.05
w26z1,12.7
w26z2,13.05
w26z3,12.3
w26z7,18.9
w26z8,7.8
w26z9,14.3
w26zb,11.6
w26zc,13.899999999999999
w26zd,14.0
w26ze,16.1
w26zf,15.85
w26zh,16.9
w2700,14.3
w2702,14.1
w2704,13.4
w270z,17.8
w2715,15.3
w2716,12.0
w271c,14.6
w271p,18.6
w271q,15.1
w271r,17.3
w271u,14.6
w271v,17.6
w271w,19.8
w271y,18.9
w2721,16.55
w2722,17.45
w2723,18.9
w2728,17.6
w273d,12.4
w273t,12.3
w2744,15.4
w2746,14.7
w2747,14.0
w2748,8.6
w2749,11.5
w274b,13.1
w274c,13.7
w274d,15.4
w274g,14.8
w274h,14.2
w274j,17.4
w274k,20.5
w274m,17.3
w274p,14.6
w274q,15.4
w274r,15.4
w274s,17.3
w274u,15.0
w274y,14.1
w274z,15.3
w2751,15.3
w2755,18.5
w2756,17.5
w2757,18.9
w275d,17.5
w275f,18.0
w275h,11.4
w275j,14.9
w275k,13.600000000000001
w275m,14.0
w275p,13.7
w275r,13.3
w275v,14.4
w2764,14.6
w2768,13.9
w276b,15.2
w276c,14.0
w276n,15.7
w2770,13.7
w2772,14.5
w2773,10.4
w2777,15.1
w277g,13.0
w277q,15.3
w277s,15.1
w277v,10.1
w277x,15.0
w277z,15.0
w279f,12.2
w27b1,13.5
w27b7,15.5
w27bk,19.8
w27bs,19.1
w27bw,13.4
w27ck,16.9
w27dh,12.1
w27e9,12.5
w27eb,13.5
w27f1,11.9
w27fq,11.8
w27fu,14.7
w27g0,14.0
w27gh,19.5
w27gu,19.200000000000003
w27gv,13.4
w27h1,17.4
w27h3,18.4
w27h4,10.6
w27h8,16.05
w27h9,19.5
w27hb,17.7
w27j0,18.8
w27kh,14.2
w27kp,13.0
w27kr,14.0
w27s0,9.8
w27s3,9.9
w27s9,13.5
w27se,14.350000000000001
w27sw,9.9
w27tp,13.9
w27ub,14.7
w27uv,14.0
w27v4,10.0
w27v7,13.3
w27ve,14.0
w27vh,10.1
w27vm,20.2
w27vs,13.0
w27vt,19.65
w27vy,13.2
w27zv,15.5
w2800,0.1
w2802,10.9
w2808,0.0
w2809,0.0
w280c,0.0
w2811,10.6
w2813,10.7
w2814,9.3
w2815,0.0
w2816,0.0
w2819,10.3
w281b,12.8
w29fg,10.6
w29gg,11.6
w29gr,12.1
w29tv,11.1
w29ty,11.1
w29tz,10.5
w29up,12.2
w29us,17.0
w29v7,11.5
w29v9,17.2
w29vb,15.0
w29ve,14.7
w29vh,11.7
w29vk,16.1
w29vm,8.3
w29vn,12.1
w29vp,15.9
w29vu,8.4
w29w5,1.5
w29w6,2.7
w29w7,4.5
w29w9,0.0
w29wd,0.4
w29we,0.0
w29wg,11.0
w29wh,12.1
w29wj,5.199999999999999
w29wk,12.65
w29wn,14.7
w29ws,9.5
w29wv,17.6
w29ww,9.2
w29wz,14.2
w29xh,12.0
w29xw,10.4
w29y6,15.0
w29yb,9.8
w29yd,16.0
w29yf,10.3
w29yg,10.2
w29yh,12.5
w29yy,14.7
w29z6,8.4
w29zm,14.0
w29zs,14.6
w2c8q,10.9
w2c8w,17.4
w2c9p,8.5
w2c9w,12.5
w2cb3,8.2
w2cb8,12.7
w2cbf,14.4
w2cbm,13.3
w2cce,15.8
