geohash_5,SPEED
tc03u,10.9
tc046,10.4
tc048,12.100000000000001
tc049,12.6
tc04f,11.85
tc04g,13.65
tc04j,11.7
tc04k,11.3
tc04p,14.6
tc04q,14.4
tc04r,12.5
tc04t,15.1
tc04y,11.8
tc050,11.3
tc052,15.6
tc054,11.9
tc05g,13.6
tc05k,16.0
tc05q,15.1
tc05v,13.7
tc060,10.9
tc06c,13.7
tc06e,13.8
tc06g,16.7
tc06h,12.4
tc06r,12.2
tc06w,16.6
tc075,13.5
tc07h,13.4
tc07y,11.5
tc083,14.1
tc084,12.2
tc085,14.3
tc08f,12.3
tc08j,12.3
tc08p,12.6
tc08s,14.7
tc08v,15.1
tc08w,13.9
tc093,10.8
tc096,14.2
tc098,13.8
tc09k,12.0
tc09m,10.6
tc09v,12.1
tc0b2,15.2
tc0b4,14.15
tc0bc,11.4
tc0bs,11.7
tc0bu,10.3
tc0bv,16.7
tc0bz,12.3
tc0c0,10.3
tc0c6,15.4
tc0c7,11.25
tc0c8,12.5
tc0c9,13.1
tc0cb,17.2
tc0cc,13.1
tc0cd,12.4
tc0cf,10.8
tc0cg,10.9
tc0ch,11.95
tc0cj,11.1
tc0ck,10.4
tc0cn,15.3
tc0cq,14.0
tc0cr,5.55
tc0cs,9.0
tc0ct,10.2
tc0cv,8.05
tc0cy,10.7
tc0cz,10.6
tc0d6,12.9
tc0dh,16.5
tc0dt,11.4
tc0dw,9.0
tc0dx,11.45
tc0dy,9.8
tc0dz,9.9
tc0e2,11.5
tc0e5,9.3
tc0e9,9.7
tc0eb,11.2
tc0ec,9.7
tc0ed,9.8
tc0ek,11.4
tc0em,10.3
tc0ep,13.0
tc0er,13.1
tc0es,10.5
tc0ev,11.350000000000001
tc0ey,13.45
tc0f0,9.9
tc0f2,11.15
tc0f4,9.8
tc0f5,10.6
tc0fc,8.4
tc0fd,10.5
tc0fe,10.9
tc0ff,10.1
tc0fg,6.5
tc0fh,10.2
tc0fj,10.7
tc0fk,9.5
tc0fs,8.1
tc0fu,10.9
tc0g1,9.2
tc0g2,10.9
tc0g4,13.1
tc0g5,8.1
tc0g6,9.2
tc0gc,7.2
tc0h2,14.5
tc0hc,10.1
tc0j0,10.3
tc0j7,13.6
tc0jp,11.4
tc0js,9.1
tc0jt,9.75
tc0ju,11.2
tc0jv,10.399999999999999
tc0jw,9.6
tc0jy,14.7
tc0jz,13.3
tc0k2,15.2
tc0k9,11.5
tc0kf,10.149999999999999
tc0km,10.0
tc0kr,10.1
tc0ks,11.0
tc0kt,10.2
tc0kz,10.6
tc0m2,10.5
tc0m7,10.7
tc0mc,10.5
tc0mh,15.5
tc0n3,11.1
tc0n5,10.9
tc0nb,9.4
tc0nd,9.8
tc0nh,9.5
tc0nn,10.6
tc0p1,10.5
tc0pc,9.0
tc0pu,9.8
tc0pz,9.0
tc0q0,8.8
tc0q6,10.6
tc0q7,8.8
tc0qk,13.1
tc0qs,11.4
tc0qv,0.45
tc0qz,5.6
tc0r3,8.9
tc0rb,9.9
tc0rp,10.4
tc0rv,11.15
tc0ry,10.2
tc0rz,10.1
tc0s6,10.7
tc0sg,11.7
tc0sm,13.4
tc0sp,9.5
tc0sq,10.3
tc0su,4.6
tc0sv,9.8
tc0sw,11.3
tc0sx,0.3
tc0sz,2.7
tc0t6,8.65
tc0td,6.6
tc0tn,9.2
tc0tq,11.3
tc0tr,3.1
tc0tt,14.2
tc0tu,9.9
tc0tv,8.7
tc0tw,12.4
tc0tx,8.1
tc0ty,11.0
tc0u1,7.3
tc0u3,13.1
tc0u8,4.85
tc0ub,6.8
tc0uc,13.2
tc0v8,12.8
tc0w0,15.2
tc0w1,10.2
tc0w2,11.9
tc0wb,14.6
tc0we,5.5
tc0wf,10.8
tc0wk,3.2
tc0wm,7.9
tc0wn,7.0
tc0wq,7.8
tc0ws,3.15
tc0wt,10.9
tc0wu,4.8
tc0wy,10.4
tc0x0,12.45
tc0x1,9.3
tc0x5,2.5
tc0x7,5.5
tc0xc,10.3
tc0xd,9.95
tc0xh,11.45
tc0xj,11.9
tc0xk,0.5
tc0xm,9.8
tc0xn,12.6
tc0xq,0.6
tc0xs,0.1
tc0xt,10.6
tc0xu,0.2
tc0xv,0.1
tc0xw,6.5
tc0xx,10.399999999999999
tc0xy,1.8
tc0xz,3.25
tc0z3,0.0
tc0z8,0.1
tc0z9,0.0
tc0zb,11.0
tc102,11.6
tc106,10.3
tc107,14.2
tc108,11.4
tc10d,13.2
tc10f,9.8
tc10h,15.0
tc10j,9.2
tc10m,12.0
tc10q,10.0
tc10s,9.1
tc10w,11.399999999999999
tc10y,13.6
tc110,9.3
tc111,11.5
tc113,8.2
tc114,9.2
tc115,10.5
tc116,10.600000000000001
tc118,6.4
tc119,7.6
tc11b,11.4
tc11c,2.9
tc11e,11.15
tc11h,10.3
tc11j,8.3
tc11k,10.15
tc11n,8.5
tc11p,9.8
tc11r,10.2
tc11s,10.3
tc123,9.1
tc126,11.2
tc12d,12.4
tc12e,12.2
tc12m,12.2
tc12r,10.25
tc12s,11.100000000000001
tc12t,11.1
tc12w,10.9
tc12x,13.2
tc12z,11.100000000000001
tc130,11.0
tc131,6.95
tc133,10.2
tc134,10.4
tc135,10.3
tc13h,7.75
tc13j,10.1
tc13n,7.4
tc13p,11.9
tc13q,9.3
tc13r,10.7
tc13t,10.1
tc13w,10.3
tc13x,11.0
tc140,11.6
tc141,2.0
tc143,0.0
tc144,8.6
tc182,12.6
tc183,12.2
tc186,12.5
tc188,13.3
tc189,11.1
tc18e,10.1
tc18g,10.3
tc18s,13.8
tc18t,11.8
tc18x,12.4
tc18z,10.0
tc190,11.9
tc191,6.95
tc193,9.6
tc194,12.1
tc195,4.9
tc196,8.7
tc198,9.2
tc19f,9.7
tc19h,12.7
tc19m,12.3
tc19n,7.699999999999999
tc19p,3.9
tc19q,11.05
tc19r,12.6
tc19s,8.9
tc19y,9.55
tc19z,8.6
tc1b5,13.3
tc1b9,12.25
tc1bd,10.35
tc1be,10.7
tc1bp,2.1500000000000004
tc1bq,9.5
tc1bt,11.45
tc1bu,12.8
tc1bw,12.75
tc1bx,13.2
tc1c0,11.2
tc1c1,3.9
tc1c4,9.9
tc1c5,8.6
tc1c6,9.5
tc1cd,13.6
tc1cm,12.4
tc1cp,8.0
tc1cr,12.6
tc1cz,13.4
tc1d5,9.95
tc1dn,9.3
tc1dp,9.5
tc1f2,10.3
tc1f3,10.3
tc1f4,8.8
tc1f7,8.95
tc1fe,10.0
tc1fy,10.4
tc1fz,9.4
tc20n,8.7
tc20u,8.7
tc20w,12.8
tc20x,9.3
tc20y,9.0
tc215,9.2
tc216,11.65
tc21n,12.2
tc226,9.6
tc229,10.3
tc22j,12.5
tc22k,11.8
tc22n,9.7
tc22p,9.8
tc22s,11.3
tc230,12.2
tc235,10.4
tc236,11.2
tc25r,10.7
tc26b,11.2
tc282,5.4
tc283,5.6
tc287,3.5
tc28h,2.8
tc28j,11.3
tc2hm,9.8
tc2hu,10.25
tc2jf,10.2
tc2nb,11.1
tc3zx,11.2
tc409,11.0
tc40f,12.9
tc40s,12.6
tc40t,12.3
tc40u,11.1
tc40x,12.5
tc40z,12.8
tc410,11.6
tc412,12.6
tc413,12.3
tc415,7.7
tc416,10.9
tc41h,11.5
tc41k,10.6
tc41m,11.55
tc41n,11.5
tc41p,7.0
tc41q,11.7
tc41z,13.6
tc421,9.8
tc429,15.2
tc42b,11.0
tc42c,11.1
tc42e,12.9
tc42g,4.3
tc42p,14.3
tc42u,7.6000000000000005
tc42v,12.5
tc42x,14.2
tc42z,12.9
tc431,6.7
tc432,10.8
tc436,11.1
tc437,10.8
tc43j,6.0
tc43m,10.75
tc43p,6.4
tc43q,10.7
tc43r,10.399999999999999
tc446,14.3
tc44b,9.3
tc44m,13.4
tc44x,13.5
tc450,10.9
tc451,12.0
tc454,9.7
tc455,8.5
tc457,10.1
tc45e,10.1
tc45j,13.9
tc45m,10.0
tc45t,9.8
tc463,12.9
tc477,13.0
tc47b,9.3
tc47t,13.9
tc480,12.45
tc484,14.6
tc485,12.3
tc48b,11.350000000000001
tc48c,12.4
tc48f,11.3
tc48h,12.7
tc48p,12.4
tc48y,12.5
tc48z,11.0
tc491,6.5
tc492,12.2
tc495,6.2
tc496,10.7
tc497,11.0
tc49h,12.8
tc49j,6.7
tc49k,11.2
tc49m,11.6
tc49q,11.6
tc49t,10.7
tc4b0,13.5
tc4b5,12.75
tc4b8,13.5
tc4bb,15.4
tc4bc,12.5
tc4bf,11.65
tc4bg,11.850000000000001
tc4bh,12.15
tc4bp,11.6
tc4bq,14.2
tc4br,13.0
tc4bs,15.4
tc4bv,12.3
tc4c0,11.35
tc4c6,12.0
tc4c7,12.7
tc4cd,10.3
tc4ce,10.8
tc4cm,11.4
tc4cn,12.3
tc4cs,9.6
tc4cw,10.0
tc4hn,10.2
tc4hx,10.4
tc4k2,9.9
tc4kd,8.7
tc4kf,8.9
tc4m4,8.8
tc4m6,8.8
tc4m9,11.1
tc4md,10.7
tc4mf,9.0
tc4mu,10.2
tc4q6,11.8
tc4q7,8.8
tc4r7,11.7
tc4re,9.0
tc4rp,10.2
tc4s3,13.6
tc4s8,9.6
tc4sb,9.7
tc4su,13.7
tc4th,10.0
tc4tr,13.6
tc4v8,9.6
tc4x4,12.0
tc503,13.3
tc504,12.0
tc506,12.7
tc507,14.5
tc508,13.7
tc50d,15.5
tc50e,13.3
tc50k,12.2
tc50m,13.0
tc50n,11.8
tc50r,13.55
tc50y,13.4
tc510,11.1
tc512,12.2
tc514,12.850000000000001
tc515,12.5
tc516,12.0
tc518,10.2
tc519,10.850000000000001
tc51d,11.4
tc51e,9.5
tc51h,10.6
tc51j,13.3
tc51p,10.6
tc51s,11.399999999999999
tc51w,9.7
tc51x,11.0
tc522,12.75
tc526,12.3
tc527,12.35
tc52f,15.5
tc52g,15.5
tc52k,12.1
tc52m,14.3
tc52q,12.7
tc52u,13.8
tc530,10.8
tc531,12.85
tc534,12.8
tc535,10.6
tc536,11.6
tc538,10.0
tc539,12.6
tc53d,11.4
tc53e,10.2
tc53j,11.9
tc53n,11.25
tc53p,10.7
tc53s,12.1
tc53x,10.4
tc581,16.3
tc582,12.6
tc583,12.6
tc589,13.149999999999999
tc58e,12.7
tc58f,15.8
tc58h,16.7
tc58m,11.8
tc58s,12.0
tc58t,11.3
tc58w,12.8
tc58y,13.6
tc590,12.0
tc591,14.2
tc594,11.05
tc596,12.05
tc598,10.8
tc599,11.8
tc59d,10.75
tc59n,12.1
tc59r,12.5
tc59t,11.15
tc59w,10.9
tc59x,11.3
tc5b4,17.0
tc5b7,11.5
tc5b8,11.65
tc5b9,14.0
tc5bb,15.7
tc5bd,11.6
tc5be,12.9
tc5bh,11.6
tc5bp,11.6
tc5bs,12.85
tc5bt,12.7
tc5bw,11.7
tc5by,15.4
tc5bz,12.5
tc5c0,10.7
tc5c1,11.9
tc5c2,12.1
tc5c3,13.55
tc5c9,11.9
tc5cg,12.4
tc5ch,10.5
tc5ck,12.2
tc5cq,12.0
tc5cr,12.25
tc5cs,10.1
tc5cv,10.5
tc5cw,10.7
tc5cx,10.6
tc5cy,10.0
tc5cz,12.15
tc5n8,9.9
tc625,10.8
tc62e,11.9
tc62k,8.6
tc62s,9.2
tc63s,9.35
tc663,11.4
tc66m,8.5
tc66t,8.3
tc671,11.4
tc67m,8.0
tc681,10.4
tc68g,10.1
tc695,12.0
tc69t,10.1
tc6g3,9.9
tc6hr,11.9
tc6hv,11.5
tc6js,11.8
tc6mq,12.8
tc6p2,11.3
tc6qp,11.3
tc6qr,9.649999999999999
tc6qz,9.4
tc6rk,12.0
tc6rp,10.7
tc6rx,9.4
tc6ry,9.9
tc6vj,9.6
tc6vz,9.0
tc6xf,12.6
tc6zp,9.9
tc72h,9.8
tc72r,9.7
tc76n,13.6
tc7df,14.0
tc7eh,13.9
tc7fj,9.8
tc7n9,9.2
tc7pe,10.0
tc7vc,9.8
tc7vq,13.7
tc7wh,9.5
tc98x,0.0
tc9b2,3.5
tc9b8,4.4
tc9bb,0.25
tc9bc,10.3
tc9bf,12.1
tc9bj,13.0
tc9c1,0.1
tc9c4,10.7
tc9cq,11.7
tccuy,12.0
tccys,12.8
tcczf,12.9
tcd10,1.1
tcd13,1.25
tcd14,11.8
tcd1c,1.2
tcd1f,0.9
tcd36,12.0
tcd4r,11.9
tcd61,11.5
tcd6g,12.1
tcd6t,11.2
tcdd0,9.8
tcdd9,10.0
tcddb,11.4
tcde9,12.0
tcdek,11.0
tcdgb,11.0
tcdjq,12.0
tcdtg,11.1
tcdu1,10.9
tcdu2,12.1
tcduz,10.9
tcdx5,10.7
tcdxg,10.3
tcdxu,11.1
tce0m,10.4
tce0w,10.8
tce38,11.1
tce6u,10.7
tce7m,10.4
tcej7,10.7
tcej9,11.8
tcejz,10.5
tceq1,10.5
tceq2,12.0
tces8,10.6
tcesc,10.9
tcewk,10.8
tcexk,12.3
tcexr,10.4
tcexs,10.6
tcezc,12.2
tcf05,12.0
tcf8s,10.8
tcf9h,10.1
tcf9t,10.8
tcfdh,10.7
tcfdt,11.0
tcfej,10.4
tcfem,11.2
tcfet,11.0
tcfey,11.0
tcfsj,10.2
tcfwp,11.0
tcfww,10.3
tcfwx,10.8
tcfxp,11.0
tcfxu,8.7
tcfxz,11.4
tcfz7,8.5
tcfz8,10.5
tcgb0,10.3
tcgb7,10.6
tcgbm,12.2
tcgbv,10.8
tcgc5,10.2
tcgcv,10.9
tcgfz,10.8
tcggr,8.0
tcgmc,9.1
tcgmk,8.9
tcgmm,9.0
tch06,16.7
tch08,12.4
tch09,13.25
tch0d,12.5
tch0f,12.5
tch0g,13.3
tch0n,11.9
tch0r,17.6
tch0t,11.7
tch0v,12.8
tch0w,12.7
tch0y,15.6
tch0z,12.25
tch12,10.4
tch13,12.3
tch14,10.3
tch17,10.2
tch1c,9.6
tch1d,12.4
tch1e,10.9
tch1m,11.45
tch1p,10.1
tch1q,12.1
tch1u,11.8
tch1v,10.3
tch1x,11.4
tch21,11.7
tch29,12.1
tch2c,13.05
tch2f,12.6
tch2g,15.7
tch2j,11.6
tch2v,12.6
tch2y,13.3
tch2z,12.35
tch33,13.8
tch34,10.2
tch36,11.25
tch37,12.3
tch3b,10.8
tch3c,11.3
tch3e,12.4
tch3f,11.8
tch3g,10.1
tch3k,12.4
tch3m,12.5
tch3r,10.0
tch3t,10.9
tch3u,9.6
tch3y,12.2
tch3z,12.4
tch85,15.8
tch88,17.3
tch8b,12.3
tch8c,12.2
tch8f,13.5
tch8g,12.4
tch8j,12.3
tch8n,13.0
tch8u,13.0
tch8v,13.5
tch8x,16.9
tch8y,12.3
tch90,10.8
tch92,9.9
tch93,12.2
tch99,11.25
tch9b,9.3
tch9c,9.3
tch9d,13.2
tch9f,12.0
tch9k,10.6
tch9m,10.1
tch9p,13.9
tch9r,10.6
tch9s,13.7
tch9t,12.2
tch9u,9.95
tch9w,11.85
tch9z,10.95
tchb0,15.5
tchb1,14.7
tchb4,16.2
tchbb,11.7
tchbf,11.5
tchbj,13.8
tchbq,16.5
tchbu,11.7
tchbz,16.6
tchc0,12.6
tchc2,10.8
tchc4,13.8
tchc5,12.5
tchcd,11.9
tchce,12.4
tchcf,12.2
tchcg,10.2
tchch,13.5
tchck,10.8
tchcm,10.5
tchcp,13.0
tchcq,11.0
tchcs,14.6
tchcy,11.5
tchcz,9.95
tchdj,10.4
tchdp,12.1
tchf5,12.1
tchfp,11.9
tcj02,13.7
tcj05,15.1
tcj06,16.1
tcj0f,16.5
tcj0h,15.7
tcj0k,13.9
tcj0m,16.3
tcj0q,12.4
tcj0r,16.3
tcj11,12.350000000000001
tcj14,13.3
tcj15,12.25
tcj19,11.9
tcj1c,9.6
tcj1d,14.5
tcj1f,12.0
tcj1g,9.7
tcj1h,12.75
tcj1j,11.8
tcj1k,10.5
tcj1n,12.1
tcj1s,12.0
tcj1u,9.9
tcj1w,12.600000000000001
tcj1y,11.4
tcj26,14.3
tcj27,13.0
tcj29,16.2
tcj2g,17.0
tcj2k,13.4
tcj2w,15.0
tcj31,12.0
tcj32,12.6
tcj33,12.4
tcj36,11.7
tcj37,13.0
tcj39,12.4
tcj3d,11.45
tcj3f,12.7
tcj3h,16.6
tcj3j,14.45
tcj3m,12.65
tcj3n,12.3
tcj3q,10.8
tcj3r,12.4
tcj3t,14.1
tcj3u,12.0
tcj3w,12.1
tcj3x,11.55
tcj3y,10.9
tcj3z,13.649999999999999
tcj4h,12.2
tcj60,11.5
tcj61,11.0
tcj6h,9.3
tcj6j,11.6
tcj6p,9.4
tcj82,16.0
tcj83,12.5
tcj88,16.05
tcj8e,12.6
tcj8s,16.3
tcj8u,14.9
tcj8y,14.7
tcj92,13.35
tcj94,16.4
tcj95,12.0
tcj96,12.4
tcj97,13.1
tcj99,12.1
tcj9c,11.8
tcj9e,11.0
tcj9h,16.6
tcj9k,11.100000000000001
tcj9m,13.4
tcj9n,12.1
tcj9r,11.25
tcj9v,10.6
tcj9w,11.8
tcj9x,0.8
tcj9y,14.100000000000001
tcj9z,11.4
tcjb8,15.6
tcjb9,13.0
tcjbb,15.9
tcjbd,12.8
tcjbe,16.15
tcjbw,12.5
tcjby,14.55
tcjc0,14.100000000000001
tcjc2,3.1
tcjc3,12.4
tcjc4,16.3
tcjc7,11.65
tcjc8,12.2
tcjcc,12.95
tcjcd,13.1
tcjcm,10.6
tcjcn,11.95
tcjcp,14.8
tcjcq,16.6
tcjcu,14.5
tcjcv,10.2
tcjcw,12.8
tcjcx,12.7
tcjd0,9.8
tcjd1,11.399999999999999
tcjd5,10.850000000000001
tcjdh,9.6
tcjdn,10.0
tcjf0,9.6
tcjf1,10.0
tcjf2,11.8
tcjf5,10.7
tcjf6,11.9
tcjfj,11.7
tcjfp,10.95
tckjc,15.0
tckkf,9.6
tckm7,12.6
tcknv,12.9
tcksy,10.1
tckux,9.4
tcmg6,10.7
tcmhp,10.5
tcmn7,9.6
tcn0b,13.0
tcn0c,16.1
tcn0g,16.0
tcn0s,13.2
tcn0u,15.3
tcn0x,13.0
tcn0y,13.2
tcn10,16.2
tcn14,14.9
tcn15,12.4
tcn16,12.4
tcn17,9.6
tcn18,12.9
tcn19,12.4
tcn1c,12.3
tcn1h,11.1
tcn1k,16.7
tcn1p,11.0
tcn1q,12.4
tcn1r,14.6
tcn1s,12.9
tcn1t,12.6
tcn1v,12.2
tcn1w,13.25
tcn1x,12.7
tcn2s,13.0
tcn30,15.8
tcn32,14.6
tcn33,12.3
tcn34,13.3
tcn35,16.2
tcn36,11.0
tcn37,12.3
tcn38,13.3
tcn39,13.95
tcn3e,12.9
tcn3h,11.4
tcn3m,16.0
tcn3p,11.6
tcn3q,10.9
tcn3v,13.2
tcn3w,12.4
tcn3x,14.8
tcn3y,13.4
tcn3z,12.3
tcn40,9.9
tcn41,14.2
tcn43,11.6
tcn44,11.8
tcn47,11.9
tcn4h,10.4
tcn4m,11.3
tcn4n,9.6
tcn4p,14.0
tcn4r,11.9
tcn60,11.100000000000001
tcn62,11.0
tcn63,10.8
tcn65,10.1
tcn66,11.8
tcn6h,11.7
tcn6j,11.85
tcn6m,11.5
tcn6n,12.05
tcn6r,12.0
tcn8d,13.1
tcn8z,12.8
tcn92,12.8
tcn93,13.4
tcn96,13.600000000000001
tcn97,16.2
tcn9b,12.85
tcn9e,15.6
tcn9f,13.5
tcn9g,13.3
tcn9k,11.7
tcn9m,12.8
tcn9n,13.4
tcn9q,10.8
tcn9s,14.0
tcn9u,13.5
tcn9v,13.45
tcn9y,13.3
tcn9z,12.85
tcnbg,12.7
tcnc2,11.3
tcnc3,13.75
tcnc6,13.100000000000001
tcnc7,11.3
tcncb,13.7
tcncg,12.7
tcnck,13.600000000000001
tcncq,13.75
tcncr,15.3
tcncu,13.55
tcncv,12.15
tcncy,14.2
tcncz,16.4
tcnd0,11.8
tcnd2,10.0
tcnd4,12.5
tcnd5,13.4
tcnd6,10.8
tcnd7,11.9
tcndd,11.7
tcndj,12.8
tcndk,10.1
tcndq,13.7
tcndr,11.1
tcnds,11.7
tcnf1,12.0
tcnf2,10.4
tcnf4,13.7
tcnf5,12.9
tcnf6,10.5
tcnf7,12.600000000000001
tcnfe,12.1
tcnfj,14.7
tcnfk,10.4
tcnfq,10.4
tcp0f,12.0
tcp0z,12.3
tcp13,12.4
tcp19,11.6
tcp1f,12.1
tcp1g,14.5
tcp1k,11.95
tcp1m,15.4
tcp1q,13.2
tcp1s,11.8
tcp1t,16.5
tcp1v,15.8
tcp1w,13.2
tcp1z,11.8
tcp2f,12.6
tcp32,11.600000000000001
tcp36,11.3
tcp37,10.6
tcp39,11.1
tcp3c,14.6
tcp3g,11.6
tcp3k,12.6
tcp3m,13.75
tcp3n,12.6
tcp3r,10.5
tcp3s,13.3
tcp3t,12.55
tcp3x,16.0
tcp3y,15.0
tcp40,11.6
tcp41,13.1
tcp42,12.25
tcp44,14.0
tcp45,12.15
tcp46,11.9
tcp47,11.7
tcp48,12.1
tcp4h,14.0
tcp4j,12.85
tcp4k,10.0
tcp4q,12.350000000000001
tcp4r,11.95
tcp4s,12.6
tcp61,12.5
tcp62,10.95
tcp64,11.65
tcp65,12.55
tcp66,12.3
tcp69,12.6
tcp6d,11.6
tcp6h,12.4
tcp6j,14.3
tcp6k,12.05
tcp6n,12.5
tcp6p,11.9
tcp6q,10.3
tcp6s,12.6
tcp6w,14.8
tcp6x,13.0
tcp80,10.2
tcp8h,10.3
tcp93,12.5
tcp97,10.8
tcp9g,14.5
tcp9h,12.5
tcp9n,12.4
tcp9r,12.2
tcp9u,15.0
tcp9v,14.149999999999999
tcp9x,16.0
tcp9z,11.5
tcpb3,10.5
tcpc2,12.6
tcpc7,11.100000000000001
tcpcb,16.1
tcpcc,13.7
tcpcd,0.9500000000000001
tcpce,1.2
tcpcf,11.6
tcpcg,0.8
tcpcn,12.9
tcpct,12.4
tcpcv,16.1
tcpcx,12.2
tcpd0,15.45
tcpd2,10.35
tcpd3,10.5
tcpd4,12.85
tcpd5,12.6
tcpd6,12.1
tcpd7,12.6
tcpd8,11.6
tcpd9,13.3
tcpdb,12.4
tcpde,13.3
tcpdh,16.7
tcpdk,11.75
tcpdm,13.9
tcpdq,11.399999999999999
tcpdr,12.3
tcpds,11.7
tcpdv,12.4
tcpdw,12.5
tcpf2,11.35
tcpf3,11.8
tcpf5,16.5
tcpf6,12.2
tcpf7,12.8
tcpfc,11.5
tcpff,14.4
tcpfm,13.9
tcpfn,15.05
tcpfp,11.4
tcpfq,12.3
tcpfr,13.2
tcpfs,13.4
tcpft,11.1
tcpfw,11.1
tcpfx,12.6
tcq6r,10.4
tcqcw,13.6
tcqdn,10.4
tcr1p,10.0
tcrbp,10.1
tcrwx,11.6
tcrxh,11.0
tcs6y,6.0
tcs7n,9.4
tcsdb,5.6
tcsdf,5.8
tcsdv,5.2
tcsdz,6.3
tcsg4,12.4
tcsgv,12.7
tcskn,9.8
tcsmw,9.5
tcsqw,9.3
tcsqy,9.1
tct7h,5.5
tctck,10.1
tctct,10.0
tctgu,5.3
tcth9,12.4
tctjt,12.0
tctq3,12.4
tctqu,12.5
tctrq,12.7
tctxc,12.35
tctxp,11.0
tcu16,10.3
tcu3g,12.2
tcu53,10.8
tcu60,10.8
tcu61,10.9
tcu6n,9.8
tcu6u,6.6
tcu6v,10.6
tcue9,10.3
tcueg,10.65
tcuen,12.4
tcufq,11.0
tcug1,11.0
tcugu,12.6
tcuh5,10.6
tcuhv,11.1
tcujw,12.0
tcun5,12.0
tcuq2,10.5
tcuq9,10.8
tcure,11.1
tcurg,11.0
tcux1,11.3
tcuy2,11.4
tcv1f,11.0
tcv8v,13.1
tcvee,11.0
tcvfe,11.1
tcvfr,11.2
tcvj9,11.15
tcvmt,13.0
tcvmz,13.1
tcvnh,10.4
tcvq8,11.2
tcvr5,11.0
tcvrf,8.3
tcvrn,7.3
tcvrq,10.9
tcvw7,13.1
tcvwe,8.65
tcvxf,10.8
tcw7q,10.1
tcweb,11.0
tcwfd,11.0
tcwh7,4.6
tcwhq,5.5
tcwhr,5.3
tcwje,12.0
tcwjm,12.0
tcwkd,11.0
tcwu3,5.7
tcwuw,5.0
tcwxd,11.2
tcx1h,11.0
tcxgz,5.7
tcxhs,5.7
tcxhw,5.8
tcxms,11.3
tcxnk,11.6
tcxnp,11.7
tcxqd,10.1
tcxsw,5.0
tcxu6,5.3
tcxx5,10.6
tcxy4,10.7
tcy1w,11.2
tcye9,10.4
tcyf8,10.2
tcyhx,13.1
tcyk5,9.5
tcym1,12.8
tcymv,12.8
tcyw8,12.3
tcyxz,12.9
td5gn,13.3
td5gs,13.6
td5rd,13.0
td5t7,13.3
td5u2,13.6
td5w2,13.1
td6fm,12.1
td6g6,12.5
td6py,11.8
td6qe,11.3
td6r2,11.5
td6sn,12.7
td6ss,12.3
td6t2,12.2
td70t,12.5
td716,12.8
td720,12.9
td7gz,12.8
td7up,14.7
td7uq,14.7
td7us,12.7
td7uv,12.7
td7v9,12.8
td7vf,12.4
td7ww,13.9
td7xe,14.7
td7xm,14.5
td7xs,11.9
td7y1,14.7
td7y2,12.1
td7yz,15.9
td7zp,16.1
td7zv,15.65
td7zz,12.7
td9cr,11.9
td9eu,12.4
td9f9,12.4
td9fh,12.1
td9mn,12.7
td9pk,13.0
td9q5,12.5
td9s6,12.4
tdbc7,13.6
tdbcj,13.4
tdbdw,13.0
tdbe6,12.7
tdbkr,12.7
tdbm6,12.9
tdbm9,12.8
tdbn4,12.7
tdbnm,13.0
tdbnr,12.3
tdbp2,13.0
tdbq6,12.3
tdbqx,12.1
tdbwv,12.0
tdbyb,12.0
tdc01,13.2
tdccz,14.1
tdcew,13.7
tdcff,13.45
tdcfm,12.9
tdcmg,12.9
tdcmn,14.1
tdcms,12.8
tdcnv,13.9
tdcnw,12.9
tdcp3,12.2
tdcp6,12.6
tdcpb,14.0
tdcq1,14.0
tdcr8,12.1
tdcrs,12.0
tdcs6,13.8
tdcsb,12.9
tdcsh,12.8
tdcxc,12.2
tdd0e,12.1
tddrs,14.6
tddtv,14.5
tddtx,12.6
tdduf,12.8
tdduh,14.4
tddum,13.2
tddup,14.2
tddv2,14.5
tddw7,12.8
tddwc,14.6
tddyt,12.3
tddzd,12.4
tde2z,13.6
tde3p,12.0
tde4v,13.4
tde4x,14.8
tde5b,13.4
tde61,13.9
tde63,14.8
tde6h,12.9
tde72,12.5
tde83,12.1
tde86,14.8
tde8b,14.5
tde9z,15.4
tdebs,16.0
tdebt,12.5
tdecd,15.75
tdeck,12.3
tdedn,15.4
tdedz,15.8
tdeed,15.9
tdeeq,15.9
tdeex,12.3
tdef5,12.0
tdefb,12.4
tdefn,10.2
tdeft,10.2
tdeg1,11.8
tdeg7,10.2
tdegf,10.2
tdegh,10.2
tdehn,12.4
tdej4,12.2
tdej8,12.5
tdemm,15.3
tdeqf,15.2
tdeqr,15.6
tder3,15.1
tderm,16.1
tdesg,15.7
tdesh,15.9
tdesq,10.9
tdet4,16.1
tdetk,12.2
tdetp,10.3
tdetv,10.1
tdeu2,10.3
tdeu3,10.5
tdevz,12.9
tdex6,10.1
tdeyq,13.6
tdeyx,12.4
tdeyy,13.9
tdezw,13.8
tdf0r,14.3
tdf0x,13.5
tdf19,14.3
tdf1h,13.3
tdf21,13.2
tdf7w,12.7
tdf8y,12.1
tdf9j,12.0
tdfkm,12.5
tdfqf,12.3
tdfyv,16.5
tdfyy,16.8
tdfyz,11.9
tdfzj,16.3
tdfzw,11.25
tdg1k,10.1
tdg29,12.3
tdg2f,16.1
tdg2h,15.9
tdg2r,10.4
tdg2t,12.2
tdg2w,10.0
tdg34,16.1
tdg37,12.2
tdg3g,10.3
