geohash_5,NAVSTAT,freq,rnk
w0vyx,15.0,1,1
w0vyy,15.0,1,1
w0vyz,15.0,1,1
w0vz6,15.0,2,1
w0vzc,15.0,1,1
w0vzj,15.0,1,1
w0vzn,15.0,1,1
w0vzt,15.0,2,1
w0vzu,15.0,1,1
w0vzx,15.0,1,1
w0vzy,15.0,1,1
w0wgy,15.0,1,1
w0wjt,15.0,121,1
w0wjw,15.0,14,1
w0wjy,15.0,2,1
w0wmy,15.0,1,1
w0wmz,15.0,3,1
w0wnp,15.0,42,1
w0wq0,15.0,4,1
w0wq2,15.0,1,1
w0wq7,15.0,1,1
w0wq9,15.0,1,1
w0wqh,15.0,1,1
w0wsx,0.0,1,1
w0wsy,15.0,1,1
w0wt5,0.0,1,1
w0wt8,15.0,1,1
w0wth,15.0,1,1
w0wtj,15.0,1,1
w0wu5,15.0,1,1
w0wu8,15.0,1,1
w0wvv,15.0,3,1
w0wvx,15.0,3,1
w0wvy,15.0,9,1
w0wvz,15.0,2,1
w0wwc,15.0,1,1
w0wwv,15.0,1,1
w0wwz,15.0,1,1
w0wxe,15.0,1,1
w0wxf,15.0,1,1
w0wxg,15.0,4,1
w0wxn,15.0,1,1
w0wxp,15.0,5,1
w0wxq,15.0,2,1
w0wxr,15.0,1,1
w0wxs,15.0,1,1
w0wxt,15.0,5,1
w0wxu,15.0,2,1
w0wxv,15.0,1,1
w0wxw,15.0,1,1
w0wxx,15.0,1,1
w0wy7,15.0,3,1
w0wyb,15.0,1,1
w0wyc,15.0,2,1
w0wyd,15.0,9,1
w0wye,15.0,1,1
w0wyf,15.0,2,1
w0wyg,15.0,1,1
w0wyh,15.0,2,1
w0wyj,15.0,1,1
w0wyk,15.0,3,1
w0wym,15.0,3,1
w0wyr,15.0,3,1
w0wyt,15.0,3,1
w0wyu,15.0,1,1
w0wyv,15.0,1,1
w0wyw,15.0,5,1
w0wyx,15.0,1,1
w0wz0,15.0,6,1
w0wz1,15.0,2,1
w0wz3,15.0,1,1
w0wz4,15.0,1,1
w0wz5,15.0,1,1
w0wz6,15.0,1,1
w0wz7,15.0,2,1
w0wzb,15.0,1,1
w0wzc,15.0,3,1
w0wzd,15.0,2,1
w0wze,15.0,3,1
w0wzg,15.0,1,1
w0wzh,15.0,3,1
w0wzj,8.0,1,1
w0wzk,15.0,1,1
w0wzt,15.0,4,1
w0wzv,15.0,1,1
w0wzw,15.0,4,1
w0wzx,15.0,1,1
w0wzy,15.0,1,1
w0x3u,15.0,1,1
w0x3z,0.0,1,1
w0x4w,0.0,1,1
w0x4z,15.0,1,1
w0x53,0.0,1,1
w0x58,15.0,1,1
w0x59,15.0,1,1
w0x5r,15.0,1,1
w0x5x,15.0,1,1
w0x5y,15.0,1,1
w0x5z,15.0,4,1
w0x67,15.0,2,1
w0x6f,15.0,1,1
w0x6g,15.0,3,1
w0x6j,15.0,2,1
w0x6k,15.0,1,1
w0x6m,15.0,3,1
w0x6n,0.0,2,1
w0x6p,15.0,2,1
w0x6q,15.0,5,1
w0x6r,15.0,7,1
w0x6s,15.0,1,1
w0x6t,15.0,7,1
w0x6u,15.0,2,1
w0x6v,15.0,5,1
w0x6w,15.0,3,1
w0x6x,15.0,2,1
w0x6y,15.0,4,1
w0x6z,15.0,1,1
w0x70,15.0,1,1
w0x71,15.0,1,1
w0x73,15.0,2,1
w0x74,15.0,2,1
w0x75,15.0,4,1
w0x76,15.0,3,1
w0x77,15.0,3,1
w0x78,15.0,3,1
w0x79,15.0,4,1
w0x7b,15.0,6,1
w0x7c,15.0,4,1
w0x7d,15.0,1,1
w0x7e,15.0,4,1
w0x7f,15.0,3,1
w0x7g,15.0,3,1
w0x7h,15.0,5,1
w0x7j,15.0,3,1
w0x7k,15.0,3,1
w0x7m,15.0,2,1
w0x7n,15.0,1,1
w0x7p,15.0,1,1
w0x7q,15.0,1,1
w0x7r,15.0,2,1
w0x7s,15.0,1,1
w0x7t,15.0,1,1
w0x7u,15.0,1,1
w0x7v,15.0,1,1
w0x7x,15.0,1,1
w0x7z,15.0,1,1
w0x8e,0.0,1,1
w0x8g,15.0,1,1
w0x8p,0.0,1,1
w0x8q,15.0,2,1
w0x8r,15.0,4,1
w0x8t,15.0,3,1
w0x8u,15.0,3,1
w0x8v,15.0,6,1
w0x8w,15.0,1,1
w0x8x,15.0,5,1
w0x8y,15.0,3,1
w0x8z,15.0,4,1
w0x92,15.0,1,1
w0x93,0.0,1,1
w0x94,15.0,1,1
w0x95,15.0,5,1
w0x96,15.0,4,1
w0x97,15.0,5,1
w0x98,15.0,2,1
w0x99,15.0,4,1
w0x9b,15.0,3,1
w0x9c,15.0,5,1
w0x9d,15.0,7,1
w0x9e,15.0,3,1
w0x9f,15.0,1,1
w0x9g,15.0,6,1
w0x9h,0.0,2,1
w0x9j,15.0,4,1
w0x9k,15.0,6,1
w0x9m,15.0,5,1
w0x9n,15.0,8,1
w0x9q,15.0,1,1
w0x9s,15.0,6,1
w0x9t,15.0,2,1
w0xb0,15.0,1,1
w0xb1,15.0,6,1
w0xb2,15.0,12,1
w0xb3,15.0,6,1
w0xb4,15.0,6,1
w0xb5,15.0,3,1
w0xb6,0.0,1,1
w0xb8,15.0,13,1
w0xbb,15.0,1,1
w0xbh,0.0,1,1
w0xbp,0.0,1,1
w0xd0,15.0,4,1
w0xd1,15.0,3,1
w0xd2,15.0,3,1
w0xd3,15.0,4,1
w0xd4,15.0,4,1
w0xd5,15.0,2,1
w0xd7,15.0,1,1
w0xd8,15.0,4,1
w0xd9,15.0,1,1
w0xdb,15.0,1,1
w0xdc,15.0,3,1
w0xdd,15.0,1,1
w0xde,15.0,1,1
w0xdf,15.0,1,1
w0xdk,15.0,1,1
w0xe1,15.0,1,1
w0xe2,15.0,1,1
w0xe5,15.0,1,1
w0xe6,15.0,1,1
w0xe8,15.0,1,1
w0xed,15.0,1,1
w0xef,15.0,1,1
w0xem,15.0,1,1
w0xez,15.0,4,1
w0xfg,15.0,2,1
w0xfp,15.0,8,1
w0xfq,0.0,1,1
w0xfr,15.0,6,1
w0xft,15.0,2,1
w0xfu,8.0,1,1
w0xfw,1.0,244,1
w0xg2,15.0,2,1
w0xg3,15.0,1,1
w0xg4,8.0,2,1
w0xg5,8.0,1,1
w0xg8,15.0,2,1
w0xh9,15.0,1,1
w0xhe,15.0,2,1
w0xhf,15.0,4,1
w0xhg,15.0,4,1
w0xhj,15.0,2,1
w0xhk,15.0,4,1
w0xhm,15.0,5,1
w0xhn,15.0,1,1
w0xhp,15.0,3,1
w0xhq,15.0,4,1
w0xhr,15.0,4,1
w0xhs,15.0,4,1
w0xht,15.0,1,1
w0xhv,15.0,2,1
w0xhw,15.0,3,1
w0xhx,15.0,2,1
w0xhy,15.0,3,1
w0xhz,15.0,1,1
w0xj1,15.0,7,1
w0xj2,15.0,7,1
w0xj3,15.0,1,1
w0xj4,0.0,1,1
w0xj5,15.0,2,1
w0xj6,15.0,1,1
w0xj7,15.0,2,1
w0xj8,15.0,1,1
w0xjb,15.0,3,1
w0xjc,15.0,4,1
w0xjd,15.0,3,1
w0xje,15.0,3,1
w0xjf,15.0,2,1
w0xjh,15.0,2,1
w0xjj,15.0,2,1
w0xjk,15.0,1,1
w0xjn,15.0,2,1
w0xjp,15.0,1,1
w0xjq,15.0,2,1
w0xjr,15.0,2,1
w0xjs,15.0,1,1
w0xjw,15.0,2,1
w0xjy,15.0,1,1
w0xk0,15.0,2,1
w0xk1,15.0,2,1
w0xk2,15.0,1,1
w0xk3,15.0,3,1
w0xk5,15.0,2,1
w0xk7,15.0,1,1
w0xk8,15.0,1,1
w0xk9,15.0,1,1
w0xkb,15.0,2,1
w0xkd,15.0,2,1
w0xkg,15.0,1,1
w0xkm,15.0,2,1
w0xkn,15.0,3,1
w0xkp,15.0,1,1
w0xkq,15.0,1,1
w0xkr,0.0,1,1
w0xkt,15.0,1,1
w0xkv,15.0,1,1
w0xm0,15.0,4,1
w0xm1,15.0,1,1
w0xm5,15.0,1,1
w0xm7,15.0,1,1
w0xmc,0.0,1,1
w0xmd,15.0,1,1
w0xme,15.0,3,1
w0xmf,15.0,1,1
w0xmh,15.0,5,1
w0xmp,15.0,1,1
w0xmu,15.0,1,1
w0xn0,15.0,2,1
w0xn1,15.0,1,1
w0xn2,15.0,1,1
w0xn5,15.0,3,1
w0xn6,15.0,1,1
w0xn7,15.0,1,1
w0xn9,15.0,1,1
w0xnb,15.0,2,1
w0xnc,15.0,2,1
w0xnf,15.0,1,1
w0xnh,15.0,2,1
w0xnk,15.0,1,1
w0xnx,15.0,1,1
w0xnz,0.0,1,1
w0xp0,15.0,1,1
w0xp1,15.0,1,1
w0xp2,15.0,1,1
w0xp8,15.0,1,1
w0xpc,15.0,1,1
w0xpp,15.0,1,1
w0xpq,15.0,1,1
w0xpr,0.0,1,1
w0xpt,15.0,3,1
w0xpu,15.0,1,1
w0xpv,15.0,2,1
w0xpw,15.0,1,1
w0xq1,15.0,2,1
w0xq3,15.0,1,1
w0xq4,0.0,1,1
w0xq8,15.0,1,1
w0xq9,0.0,1,1
w0xqd,15.0,1,1
w0xqm,8.0,1,1
w0xqp,15.0,2,1
w0xqq,8.0,1,1
w0xqv,0.0,1,1
w0xqw,0.0,2,1
w0xqy,0.0,1,1
w0xr2,0.0,1,1
w0xr3,0.0,1,1
w0xr5,8.0,2,1
w0xr7,0.0,1,1
w0xr9,15.0,1,1
w0xrd,8.0,1,1
w0xre,0.0,1,1
w0xrh,0.0,1,1
w0xrk,15.0,2,1
w0xrq,15.0,1,1
w0xrr,0.0,1,1
w0xrv,15.0,1,1
w0xrx,15.0,2,1
w0xry,0.0,1,1
w0xrz,0.0,1,1
w0xs1,15.0,1,1
w0xs3,15.0,1,1
w0xsb,15.0,1,1
w0xse,15.0,1,1
w0xsg,8.0,1,1
w0xsj,15.0,1,1
w0xsm,15.0,1,1
w0xsq,15.0,1,1
w0xss,15.0,1,1
w0xsu,15.0,3,1
w0xt0,15.0,1,1
w0xt2,15.0,1,1
w0xt6,15.0,1,1
w0xt7,15.0,1,1
w0xt9,15.0,1,1
w0xtb,15.0,2,1
w0xtc,15.0,3,1
w0xtd,15.0,2,1
w0xx8,1.0,134,1
w0xxb,1.0,250,1
w0y1y,15.0,1,1
w0y1z,0.0,1,1
w0y2v,15.0,1,1
w0y2w,15.0,1,1
w0y2x,15.0,2,1
w0y2y,15.0,4,1
w0y2z,15.0,4,1
w0y35,15.0,1,1
w0y36,15.0,2,1
w0y37,15.0,1,1
w0y38,15.0,1,1
w0y3b,15.0,1,1
w0y3c,15.0,2,1
w0y3d,15.0,1,1
w0y3f,15.0,5,1
w0y3h,15.0,1,1
w0y3j,15.0,1,1
w0y3k,15.0,2,1
w0y3m,15.0,3,1
w0y3n,15.0,3,1
w0y3q,15.0,1,1
w0y3r,15.0,1,1
w0y3s,15.0,3,1
w0y3w,15.0,1,1
w0y3y,15.0,1,1
w0y47,15.0,1,1
w0y4b,15.0,1,1
w0y4d,15.0,1,1
w0y4f,0.0,1,1
w0y4j,15.0,1,1
w0y4n,15.0,1,1
w0y4q,15.0,1,1
w0y4r,15.0,2,1
w0y4t,15.0,1,1
w0y4v,15.0,7,1
w0y4w,15.0,3,1
w0y4x,15.0,1,1
w0y4y,15.0,3,1
w0y4z,15.0,1,1
w0y53,15.0,2,1
w0y55,15.0,1,1
w0y56,15.0,1,1
w0y57,15.0,5,1
w0y59,15.0,3,1
w0y5c,15.0,1,1
w0y5d,15.0,4,1
w0y5h,15.0,2,1
w0y5q,15.0,1,1
w0y5r,15.0,1,1
w0y5u,15.0,1,1
w0y5v,15.0,1,1
w0y5w,15.0,1,1
w0y5z,15.0,1,1
w0y60,15.0,3,1
w0y61,15.0,3,1
w0y63,15.0,1,1
w0y65,15.0,1,1
w0y66,15.0,2,1
w0y6b,15.0,1,1
w0y6d,15.0,1,1
w0y6h,15.0,1,1
w0y6j,15.0,1,1
w0y6k,15.0,1,1
w0y6m,15.0,1,1
w0y6p,15.0,2,1
w0y6s,15.0,1,1
w0y6t,15.0,4,1
w0y6u,15.0,3,1
w0y6v,15.0,1,1
w0y6z,15.0,2,1
w0y73,15.0,2,1
w0y74,15.0,1,1
w0y76,15.0,2,1
w0y77,15.0,1,1
w0y78,15.0,2,1
w0y79,15.0,2,1
w0y7c,15.0,1,1
w0y7d,15.0,1,1
w0y7m,15.0,1,1
w0y7p,15.0,1,1
w0y7r,15.0,2,1
w0y7s,15.0,1,1
w0y7v,15.0,3,1
w0y7w,15.0,1,1
w0y7z,15.0,1,1
w0y82,15.0,1,1
w0y83,15.0,2,1
w0y84,15.0,3,1
w0y85,15.0,3,1
w0y86,15.0,2,1
w0y88,15.0,4,1
w0y89,15.0,2,1
w0y8c,15.0,2,1
w0y8d,15.0,1,1
w0y8e,15.0,2,1
w0y8h,15.0,1,1
w0y8j,15.0,2,1
w0y8n,15.0,1,1
w0y8p,15.0,1,1
w0y8q,15.0,2,1
w0y8r,15.0,1,1
w0y8t,15.0,4,1
w0y8v,15.0,1,1
w0y8w,15.0,2,1
w0y8x,15.0,2,1
w0y8y,15.0,1,1
w0y90,15.0,1,1
w0y91,15.0,1,1
w0y94,15.0,1,1
w0y95,15.0,4,1
w0y97,15.0,1,1
w0y99,15.0,2,1
w0y9b,15.0,5,1
w0y9c,15.0,1,1
w0y9f,15.0,1,1
w0y9h,15.0,3,1
w0y9m,15.0,1,1
w0y9r,15.0,3,1
w0y9s,15.0,1,1
w0y9t,15.0,1,1
w0y9y,15.0,2,1
w0y9z,15.0,1,1
w0yb0,15.0,2,1
w0yb1,15.0,3,1
w0yb3,15.0,1,1
w0yb5,15.0,1,1
w0yb6,15.0,1,1
w0yb7,15.0,1,1
w0ybc,15.0,1,1
w0ybd,15.0,3,1
w0ybf,15.0,1,1
w0ybk,15.0,1,1
w0ybq,15.0,1,1
w0ybs,15.0,1,1
w0yc0,15.0,1,1
w0yc6,15.0,1,1
w0yck,15.0,1,1
w0ycm,15.0,1,1
w0ycz,15.0,2,1
w0yd0,15.0,3,1
w0yd4,15.0,1,1
w0yd5,15.0,2,1
w0yd6,15.0,1,1
w0yd7,15.0,2,1
w0ydc,15.0,2,1
w0yde,15.0,1,1
w0ydg,15.0,1,1
w0ydm,15.0,1,1
w0ydp,15.0,1,1
w0ydu,15.0,1,1
w0ydz,15.0,1,1
w0ye0,15.0,1,1
w0ye1,15.0,1,1
w0ye3,0.0,1,1
w0ye4,15.0,1,1
w0ye8,15.0,1,1
w0ye9,15.0,1,1
w0yeb,15.0,2,1
w0yec,15.0,1,1
w0yed,15.0,1,1
w0yek,15.0,2,1
w0yem,15.0,1,1
w0yf7,15.0,1,1
w0yf8,15.0,1,1
w0yfj,15.0,1,1
w0yfp,15.0,1,1
w0yfq,15.0,2,1
w0yfr,15.0,2,1
w0yft,15.0,1,1
w0yfu,15.0,1,1
w0yfy,15.0,1,1
w0yg5,15.0,1,1
w0ygb,15.0,1,1
w0ygc,15.0,1,1
w0yge,15.0,2,1
w0ygf,15.0,1,1
w0ygg,15.0,2,1
w0ygh,15.0,1,1
w0ygj,15.0,2,1
w0ygk,15.0,1,1
w0ygn,15.0,1,1
w0ygu,15.0,1,1
w0yh0,15.0,1,1
w0yh2,15.0,1,1
w0yh6,15.0,2,1
w0yh7,15.0,1,1
w0yhb,15.0,1,1
w0yhg,15.0,2,1
w0yhj,15.0,1,1
w0yhm,15.0,1,1
w0yhn,15.0,1,1
w0yhp,15.0,1,1
w0yhq,15.0,3,1
w0yhr,15.0,2,1
w0yhs,15.0,1,1
w0yhz,15.0,1,1
w0yj3,15.0,1,1
w0yj4,15.0,2,1
w0yj5,15.0,1,1
w0yj6,15.0,2,1
w0yj8,15.0,1,1
w0yj9,15.0,1,1
w0yjb,15.0,1,1
w0yjc,15.0,1,1
w0yjd,15.0,1,1
w0yje,15.0,1,1
w0yjh,15.0,1,1
w0yjj,15.0,1,1
w0yjk,15.0,1,1
w0yjm,15.0,1,1
w0yjp,15.0,1,1
w0yjr,15.0,2,1
w0yjt,15.0,1,1
w0yjv,15.0,1,1
w0yjy,15.0,2,1
w0yk0,15.0,1,1
w0yk4,15.0,1,1
w0yk5,15.0,1,1
w0yk7,15.0,2,1
w0yk8,15.0,1,1
w0yk9,15.0,1,1
w0ykc,15.0,2,1
w0ykd,15.0,1,1
w0yke,15.0,1,1
w0ykh,15.0,1,1
w0ykj,15.0,1,1
w0ykq,15.0,1,1
w0yku,0.0,1,1
w0ykw,15.0,1,1
w0ym0,15.0,1,1
w0ym4,15.0,1,1
w0ym5,15.0,1,1
w0ym6,15.0,2,1
w0ym9,15.0,1,1
w0yme,15.0,1,1
w0ymx,15.0,1,1
w0ymy,15.0,2,1
w0yn0,15.0,2,1
w0yn4,15.0,1,1
w0yn5,15.0,1,1
w0yn9,15.0,1,1
w0yne,15.0,1,1
w0ynf,15.0,1,1
w0yng,15.0,1,1
w0ynk,15.0,1,1
w0ynn,15.0,1,1
w0ynw,15.0,2,1
w0yp0,15.0,2,1
w0yp1,15.0,1,1
w0yp2,15.0,1,1
w0ypb,15.0,1,1
w0ype,15.0,1,1
w0yph,15.0,1,1
w0ypu,15.0,1,1
w0ypw,15.0,2,1
w0yq7,15.0,1,1
w0yqc,15.0,2,1
w0yqe,15.0,3,1
w0yqg,15.0,1,1
w0yqq,15.0,1,1
w0yr0,15.0,2,1
w0yr6,15.0,1,1
w0yrb,15.0,1,1
w0yrj,15.0,1,1
w0ysg,15.0,1,1
w0ysq,15.0,1,1
w0ysu,15.0,1,1
w0ysw,15.0,1,1
w0ysz,15.0,1,1
w0yt3,15.0,1,1
w0yt4,15.0,1,1
w0yt5,15.0,1,1
w0yt7,8.0,1,1
w0yt8,15.0,1,1
w0yt9,15.0,1,1
w0ytc,8.0,1,1
w0yte,15.0,1,1
w0yth,15.0,1,1
w0ytr,15.0,3,1
w0ytv,15.0,1,1
w0yu0,15.0,1,1
w0yu3,15.0,1,1
w0yu4,15.0,2,1
w0yu6,15.0,1,1
w0yu8,15.0,2,1
w0yub,15.0,1,1
w0yue,15.0,1,1
w0yup,15.0,1,1
w0yuq,15.0,1,1
w0yuv,15.0,1,1
w0yuw,15.0,1,1
w0yuy,15.0,1,1
w0yuz,15.0,2,1
w0yv0,15.0,2,1
w0yvc,15.0,1,1
w0yve,15.0,1,1
w0yvk,15.0,3,1
w0yvm,15.0,1,1
w0yvn,15.0,1,1
w0yvs,15.0,1,1
w0yvu,15.0,3,1
w0yw2,15.0,1,1
w0ywg,15.0,1,1
w0ywh,15.0,1,1
w0ywk,15.0,2,1
w0yws,15.0,1,1
w0ywt,15.0,1,1
w0yx3,15.0,1,1
w0yx6,15.0,1,1
w0yx8,15.0,1,1
w0yxg,15.0,1,1
w0yxj,15.0,1,1
w0yxk,15.0,1,1
w0yxm,15.0,1,1
w0yxp,15.0,2,1
w0yxr,15.0,3,1
w0yxv,15.0,1,1
w0yxw,15.0,1,1
w0yxy,15.0,1,1
w0yy4,15.0,1,1
w0yy6,0.0,3,1
w0yy9,15.0,3,1
w0yyc,15.0,2,1
w0yyd,15.0,1,1
w0yz0,15.0,1,1
w0z02,15.0,1,1
w0z07,15.0,1,1
w0z0e,15.0,2,1
w0z0k,15.0,2,1
w0z0p,15.0,1,1
w0z0q,8.0,1,1
w0z0r,15.0,1,1
w0z0w,15.0,1,1
w0z0z,15.0,2,1
w0z11,15.0,1,1
w0z12,15.0,1,1
w0z13,15.0,2,1
w0z14,15.0,2,1
w0z16,15.0,2,1
w0z17,15.0,1,1
w0z18,15.0,1,1
w0z19,15.0,1,1
w0z1b,15.0,3,1
w0z1j,15.0,2,1
w0z1p,15.0,1,1
w0z1q,15.0,2,1
w0z1r,15.0,2,1
w0z1u,15.0,1,1
w0z1v,15.0,3,1
w0z1w,15.0,1,1
w0z1z,15.0,1,1
w0z22,15.0,1,1
w0z23,15.0,3,1
w0z24,15.0,1,1
w0z26,15.0,1,1
w0z28,15.0,2,1
w0z2c,15.0,1,1
w0z2e,15.0,3,1
w0z2g,15.0,1,1
w0z2j,0.0,2,1
w0z2k,15.0,3,1
w0z2m,0.0,1,1
w0z2n,15.0,2,1
w0z2s,0.0,1,1
w0z2u,15.0,1,1
w0z30,15.0,1,1
w0z32,15.0,1,1
w0z33,15.0,2,1
w0z34,0.0,1,1
w0z35,0.0,1,1
w0z36,15.0,1,1
w0z39,15.0,2,1
w0z3g,15.0,1,1
w0z43,15.0,1,1
w0z45,15.0,2,1
w0z4g,15.0,1,1
w0z4h,15.0,1,1
w0z4k,15.0,1,1
w0z4r,15.0,1,1
w0z4s,15.0,1,1
w0z4v,15.0,1,1
w0z4w,15.0,3,1
w0z4x,15.0,1,1
w0z50,15.0,1,1
w0z53,15.0,1,1
w0z54,15.0,1,1
w0z59,15.0,1,1
w0z5b,15.0,3,1
w0z5e,15.0,2,1
w0z5h,15.0,2,1
w0z5m,15.0,1,1
w0z5t,15.0,1,1
w0z80,0.0,1,1
w0z81,15.0,6,1
w0z84,15.0,331,1
w0zh0,15.0,1,1
w0zh1,15.0,2,1
w0zh2,15.0,1,1
w0zh3,15.0,1,1
w0zh8,15.0,1,1
w0zhj,0.0,1,1
w0zhu,15.0,1,1
w0zje,0.0,1,1
w0zjg,0.0,1,1
w0zju,8.0,1,1
w0znh,8.0,1,1
w0zns,0.0,1,1
w0zpj,8.0,1,1
w0zpt,0.0,1,1
w0zpx,8.0,1,1
w0zpz,15.0,1,1
w0zqf,,2,1
w0zqg,5.0,30,1
w0zr5,1.0,10,1
w0zr6,1.0,1,1
w0zr8,0.0,1,1
w0zr9,1.0,2,1
w1013,15.0,2,1
w1015,15.0,1,1
w1017,15.0,1,1
w1018,15.0,1,1
w101b,15.0,2,1
w101e,0.0,1,1
w101q,15.0,1,1
w101y,0.0,1,1
w1029,15.0,1,1
w1030,15.0,1,1
w1037,15.0,1,1
w1038,15.0,2,1
w1039,15.0,1,1
w103m,15.0,1,1
w103q,15.0,1,1
w103s,15.0,1,1
w103t,15.0,1,1
w103u,15.0,1,1
w103w,15.0,1,1
w1043,15.0,1,1
w1045,15.0,2,1
w1046,15.0,1,1
w1047,15.0,1,1
w1048,15.0,1,1
w1049,15.0,3,1
w104b,0.0,1,1
w104e,15.0,3,1
w104h,15.0,1,1
w104k,15.0,1,1
w104n,15.0,1,1
w104q,15.0,2,1
w104s,15.0,1,1
w104t,15.0,3,1
w104u,15.0,1,1
w104v,15.0,1,1
w104x,15.0,3,1
w104y,15.0,2,1
w1060,15.0,3,1
w1062,15.0,1,1
w1068,15.0,3,1
w1069,15.0,2,1
w106b,15.0,1,1
w106d,0.0,1,1
w106e,15.0,1,1
w106g,15.0,2,1
w106j,15.0,1,1
w106k,15.0,3,1
w106n,15.0,1,1
w106r,15.0,3,1
w106t,15.0,3,1
w106w,15.0,1,1
w106z,15.0,2,1
w107p,15.0,1,1
w108g,8.0,1,1
w1093,15.0,1,1
w1096,15.0,1,1
w1098,15.0,1,1
w1099,15.0,2,1
w109d,15.0,1,1
w109g,15.0,1,1
w109k,15.0,1,1
w109p,8.0,1,1
w109r,15.0,1,1
w109s,15.0,1,1
w109w,15.0,1,1
w109y,15.0,1,1
w10c3,15.0,1,1
w10c8,15.0,1,1
w10c9,0.0,1,1
w10ce,15.0,1,1
w10cq,15.0,2,1
w10cs,15.0,1,1
w10cw,15.0,1,1
w10cx,15.0,1,1
w10cz,15.0,1,1
w10d4,15.0,1,1
w10d6,15.0,3,1
w10d8,15.0,4,1
w10d9,15.0,1,1
w10dd,15.0,2,1
w10de,15.0,1,1
w10df,0.0,1,1
w10dk,15.0,1,1
w10dm,15.0,1,1
w10dq,15.0,1,1
w10dr,15.0,1,1
w10ds,15.0,3,1
w10dt,15.0,1,1
w10du,15.0,1,1
w10dv,15.0,1,1
w10dw,15.0,1,1
w10dy,15.0,1,1
w10dz,15.0,3,1
w10e0,15.0,1,1
w10e1,0.0,1,1
w10en,15.0,2,1
w10f2,15.0,1,1
w10f6,15.0,1,1
w10f8,15.0,3,1
w10f9,15.0,1,1
w10fb,15.0,1,1
w10fc,15.0,1,1
w10fd,15.0,2,1
w10fe,15.0,2,1
w10ff,15.0,2,1
w10fg,15.0,2,1
w10fr,15.0,1,1
w10ft,15.0,2,1
w10fu,15.0,2,1
w10fw,0.0,1,1
w10fx,15.0,2,1
w10fy,15.0,2,1
w10fz,15.0,2,1
w10g5,15.0,2,1
w10gp,15.0,2,1
w1113,15.0,1,1
w111d,15.0,1,1
w111g,15.0,1,1
w111k,15.0,1,1
w111m,15.0,1,1
w111q,15.0,1,1
w111s,15.0,1,1
w111z,15.0,1,1
w1132,15.0,1,1
w1136,15.0,1,1
w1137,15.0,1,1
w1138,15.0,1,1
w113g,15.0,2,1
w113s,15.0,2,1
w113u,15.0,1,1
w113w,15.0,1,1
w113x,15.0,1,1
w113z,0.0,1,1
w1148,15.0,3,1
w1149,15.0,2,1
w114b,15.0,3,1
w114c,15.0,2,1
w114d,0.0,1,1
w114e,15.0,1,1
w114f,15.0,1,1
w114s,15.0,1,1
w114t,15.0,2,1
w114w,15.0,1,1
w114y,15.0,4,1
w114z,15.0,3,1
w1152,15.0,1,1
w115h,15.0,2,1
w115j,15.0,1,1
w115n,15.0,3,1
w116b,15.0,2,1
w116c,15.0,1,1
w116d,15.0,3,1
w116e,15.0,2,1
w116f,15.0,1,1
w116g,15.0,1,1
w116t,15.0,1,1
w116u,15.0,2,1
w116v,15.0,2,1
w116w,15.0,1,1
w116y,15.0,2,1
w116z,15.0,1,1
w1171,15.0,2,1
w1172,15.0,1,1
w1174,15.0,2,1
w1175,15.0,1,1
w1177,15.0,1,1
w117h,15.0,1,1
w117n,15.0,2,1
w117p,15.0,3,1
w117r,15.0,1,1
w117s,15.0,1,1
w1192,15.0,1,1
w119c,15.0,2,1
w119f,15.0,1,1
w119g,0.0,1,1
w119m,15.0,1,1
w119u,15.0,1,1
w119y,0.0,1,1
w119z,0.0,1,1
w11c3,15.0,1,1
w11c8,15.0,1,1
w11cb,15.0,2,1
w11cc,15.0,1,1
w11cd,15.0,1,1
w11ck,0.0,1,1
w11cu,0.0,1,1
w11cv,15.0,1,1
w11cx,15.0,1,1
w11dc,15.0,3,1
w11df,15.0,3,1
w11dg,15.0,3,1
w11dh,15.0,1,1
w11ds,15.0,1,1
w11du,15.0,1,1
w11dv,15.0,1,1
w11dy,15.0,2,1
w11dz,15.0,1,1
w11e1,15.0,1,1
w11e2,0.0,1,1
w11e5,15.0,5,1
w11e8,15.0,1,1
w11eh,15.0,2,1
w11ej,15.0,2,1
w11ek,0.0,1,1
w11eq,15.0,1,1
w11er,15.0,1,1
w11et,15.0,1,1
w11f8,15.0,1,1
w11fb,15.0,1,1
w11fc,15.0,1,1
w11ff,15.0,3,1
w11fg,15.0,1,1
w11fh,15.0,1,1
w11fn,15.0,1,1
w11fu,15.0,1,1
w11fv,15.0,2,1
w11fy,15.0,1,1
w11g0,15.0,2,1
w11g1,15.0,2,1
w11g2,15.0,1,1
w11g4,15.0,2,1
w11g5,15.0,1,1
w11g7,15.0,2,1
w11g8,0.0,1,1
w11gh,15.0,2,1
w11gj,15.0,2,1
w11gm,15.0,2,1
w11gn,15.0,2,1
w11gp,15.0,1,1
w11gq,0.0,1,1
w11gr,15.0,3,1
w11gs,15.0,1,1
w11gz,15.0,1,1
w11mz,0.0,1,1
w11rp,0.0,1,1
w11vk,0.0,1,1
w11wc,15.0,1,1
w11wm,15.0,1,1
w130t,0.0,2,1
w13p9,15.0,1,1
w13pk,15.0,1,1
w13pp,15.0,1,1
w13qe,15.0,1,1
w13qm,15.0,1,1
w13r0,4.0,1,1
w13vj,0.0,1,1
w141c,15.0,1,1
w141g,0.0,1,1
